naam,wetenschappelijke_naam,inheems,standplaats_licht,vocht,bodem,ellenberg_l,ellenberg_l_min,ellenberg_l_max,ellenberg_f,ellenberg_f_min,ellenberg_f_max,ellenberg_t,ellenberg_t_min,ellenberg_t_max,ellenberg_n,ellenberg_n_min,ellenberg_n_max,ellenberg_r,ellenberg_r_min,ellenberg_r_max,ellenberg_s,ellenberg_s_min,ellenberg_s_max,hoogte,breedte,winterhardheidszone,grondsoorten
Silene (G),Silene,,,,,,,,,,,,,,,,,,,,,,,,,,
,Silene antirrhina,,,,,,,,,,,,,,,,,,,,,,,,,,
Pekbloem,Silene armeria,,,,,,,,,,,,,,,,,,,,,,,,,,
Besanjelier,Silene baccifera,ja,halfschaduw / zon,nat / zeer nat,,6.214285714285714,4.0,9.0,7.642857142857143,7.0,9.0,6.28125,5.0,9.0,7.166666666666667,7.0,8.0,7.333333333333333,5.0,9.0,0.0,0.0,0.0,,,,
Brandende liefde,Silene chalcedonica,,zon,vochtig,,7.0,7.0,7.0,6.0,6.0,6.0,4.25,4.25,4.25,,,,,,,,,,,,,
Hemelroosje,Silene coeli-rosa,,,,,,,,,,,,,,,,,,,,,,,,,,
Kegelsilene,Silene conica,ja,zon,zeer droog / droog,,8.571428571428571,7.0,9.0,1.8333333333333333,1.0,3.0,7.571428571428571,7.0,10.0,2.5,2.0,5.0,5.857142857142857,4.0,8.0,0.16666666666666666,0.0,1.0,,,,
,Silene conoidea,,zon,zeer droog / droog,,8.666666666666666,8.0,9.0,2.3333333333333335,1.0,4.0,7.0,6.0,8.0,5.333333333333333,4.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,,,,
Prikneus,Silene coronaria,nee,halfschaduw / zon,zeer droog / droog,,6.25,5.0,9.0,3.5,2.0,4.0,7.0,6.0,8.0,4.0,3.0,5.0,6.25,6.0,7.0,0.0,0.0,0.0,,,,
,Silene cretica,,zon,droog / vochtig,,7.666666666666667,7.0,9.0,4.0,3.0,5.0,9.25,8.0,10.0,5.0,4.0,6.0,6.666666666666667,6.0,8.0,0.0,0.0,0.0,,,,
,Silene csereii,,zon,vochtig,,8.0,8.0,8.0,5.25,5.25,5.25,5.25,5.25,5.25,,,,,,,,,,,,,
Gaffelsilene,Silene dichotoma,,zon,droog / vochtig,,7.125,7.0,8.0,4.0625,3.0,5.5,7.333333333333333,5.0,10.0,5.571428571428571,4.0,6.0,7.2,6.0,8.0,0.0,0.0,0.0,,,,
Dagkoekoeksbloem,Silene dioica,ja,halfschaduw / zon,vochtig / nat / zeer nat,,5.857142857142857,4.0,8.0,6.6,6.0,11.0,5.392857142857143,4.0,9.0,7.5,7.0,8.0,6.75,6.0,8.0,0.0,0.0,0.0,,,,
Echte koekoeksbloem,Silene flos-cuculi,ja,zon,vochtig / nat / zeer nat,,7.277777777777778,7.0,9.0,7.275,6.0,9.0,4.944444444444445,4.0,6.0,4.0,2.0,6.0,5.0,4.0,6.0,0.0,0.0,0.0,,,,
Franse silene,Silene gallica,ja,zon,zeer droog / droog / vochtig,,7.8125,7.0,9.0,3.65625,1.0,5.75,7.78125,5.75,11.0,4.857142857142857,2.0,6.0,5.357142857142857,3.0,7.0,0.0,0.0,0.0,,,,
,Silene italica,,,,,,,,,,,,,,,,,,,,,,,,,,
Avondkoekoeksbloem s.l.,Silene latifolia,,halfschaduw / zon,zeer droog / droog / vochtig,,7.6875,6.0,9.0,3.677083333333334,1.0,5.0,6.107142857142857,4.75,9.0,6.357142857142857,4.0,7.0,6.2,4.0,7.0,0.0,0.0,0.0,,,,
Avondkoekoeksbloem,Silene latifolia subsp. alba,ja,,,,,,,,,,,,,,,,,,,,,,,,,
,Silene muscipula,,zon,droog,,8.0,8.0,8.0,3.5,3.0,4.0,8.0,7.0,9.0,5.0,4.0,6.0,5.5,5.0,6.0,0.0,0.0,0.0,,,,
Nachtkoekoeksbloem,Silene noctiflora,ja,zon,droog / vochtig,,7.0,7.0,7.0,3.75,3.0,5.25,5.607142857142857,5.0,7.0,5.166666666666667,4.0,6.0,7.833333333333333,7.0,8.0,0.0,0.0,0.0,,,,
Nachtsilene,Silene nutans,ja,halfschaduw / zon,zeer droog / droog / vochtig,,7.144444444444444,5.5,9.0,3.6149999999999998,2.0,6.25,5.3,2.0,7.0,2.825,1.0,4.0,6.275,3.0,8.0,0.0,0.0,0.0,,,,
Oorsilene,Silene otites,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Hangsilene,Silene pendula,,halfschaduw / zon,droog,,6.75,6.0,7.5,3.0,3.0,3.0,7.416666666666667,6.25,8.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,,,,
Rotssilene,Silene rupestris,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijmkruid,Silene schafta,,,,,,,,,,,,,,,,,,,,,,,,,,
,Silene stricta,,,,,,,,,,,,,,,,,,,,,,,,,,
Kustsilene,Silene uniflora,,zon,vochtig,,8.0,8.0,8.0,5.625,5.0,6.0,5.5,4.0,6.0,4.375,4.0,7.0,5.75,5.0,7.0,4.375,3.0,6.0,,,,
Rode pekanjer,Silene viscaria,,zon,droog / vochtig,,7.25,7.0,8.0,3.4642857142857144,3.0,5.25,5.875,4.25,8.0,2.2,2.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,,,,
,Silene viscosa,,zon,zeer droog / droog / vochtig,,8.166666666666666,7.5,9.0,3.25,2.0,4.75,5.875,4.5,7.0,2.0,1.0,3.0,7.0,6.0,8.0,2.3333333333333335,0.0,4.0,,,,
Blaassilene,Silene vulgaris,ja,halfschaduw / zon,zeer droog / droog / vochtig,,7.753333333333333,6.0,9.0,4.13939393939394,1.0,6.0,5.675,2.0,9.0,3.396296296296297,2.0,5.0,7.07037037037037,5.0,8.0,0.25,0.0,5.0,,,,
Avondkoekoeksbloem x Dagkoekoeksbloem,Silene x hampeana,,,,,,,,,,,,,,,,,,,,,,,,,,
,Silphium,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonnekroon,Silphium perfoliatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Silybum (G),Silybum,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariadistel,Silybum marianum,,zon,zeer droog / droog / vochtig,,8.166666666666666,7.0,9.0,3.6666666666666665,1.0,6.0,8.5,7.0,11.0,7.0,6.0,8.0,7.166666666666667,5.0,8.0,0.6,0.0,1.0,,,,
Mosterd (G),Sinapis,,,,,,,,,,,,,,,,,,,,,,,,,,
Witte mosterd,Sinapis alba,,zon,droog / vochtig,,7.666666666666667,7.0,8.0,4.285714285714286,3.0,5.0,7.666666666666667,5.5,11.0,6.333333333333333,5.0,8.0,7.333333333333333,7.0,8.0,0.0,0.0,0.0,,,,
Herik,Sinapis arvensis,ja,zon,zeer droog / droog / vochtig,,7.4,7.0,9.0,4.375,1.0,5.0,5.416666666666667,5.0,7.0,6.444444444444445,6.0,7.0,7.666666666666667,7.0,8.0,0.125,0.0,1.0,,,,
,Sinapis pubescens,,zon,vochtig / nat,,8.5,8.0,9.0,6.0,5.0,7.0,10.0,9.0,11.0,5.5,5.0,6.0,7.0,7.0,7.0,3.5,0.0,7.0,,,,
,Sison,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilde peterselie,Sison segetum,ja,zon,droog / vochtig,,8.333333333333334,8.0,9.0,4.333333333333333,3.0,5.0,7.0,6.0,8.0,6.0,5.0,7.0,6.0,5.0,8.0,0.0,0.0,0.0,,,,
Raket (G),Sisymbrium,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongaarse raket,Sisymbrium altissimum,ja,zon,droog / vochtig,,8.0,8.0,8.0,4.0,3.0,5.0,6.142857142857143,5.0,8.0,5.333333333333333,4.0,6.0,6.666666666666667,6.0,7.0,0.0,0.0,0.0,,,,
Maasraket,Sisymbrium austriacum subsp. chrysanthum,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Brede raket,Sisymbrium irio,nee,zon,droog / vochtig,,8.0,8.0,8.0,3.7916666666666665,3.0,5.75,7.857142857142857,6.0,11.0,6.0,5.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
Spiesraket,Sisymbrium loeselii,ja,zon,droog / vochtig,,7.25,7.0,8.0,3.75,3.0,4.5,6.25,4.75,7.0,5.6,5.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
Gewone raket,Sisymbrium officinale,ja,zon,zeer droog / droog / vochtig,,7.85,7.0,9.0,4.2,1.0,6.0,5.694444444444445,4.25,6.0,7.222222222222222,7.0,8.0,7.0,7.0,7.0,0.125,0.0,1.0,,,,
Oosterse raket,Sisymbrium orientale,ja,zon,droog / vochtig,,7.571428571428571,7.0,8.0,4.607142857142857,4.0,6.0,8.0,6.0,11.0,6.666666666666667,5.0,8.0,7.666666666666667,7.0,8.0,0.0,0.0,0.0,,,,
,Sisymbrium runcinatum,,zon,droog,,8.0,8.0,8.0,4.0,4.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,,,,
,Sisymbrium septulatum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sisymbrium strictissimum,,halfschaduw / zon,droog / vochtig / nat,,6.25,5.5,7.0,5.583333333333333,4.0,6.5,6.25,4.75,7.0,6.4,4.0,7.0,7.6,7.0,8.0,0.0,0.0,0.0,,,,
,Sisymbrium volgense,,zon,droog / vochtig,,8.0,8.0,8.0,3.375,3.0,4.5,6.15,4.75,8.0,4.666666666666667,4.0,6.0,7.666666666666667,7.0,8.0,0.3333333333333333,0.0,1.0,,,,
Sisyrinchium (G),Sisyrinchium,,,,,,,,,,,,,,,,,,,,,,,,,,
Blauwe bieslelie,Sisyrinchium angustifolium,,,,,,,,,,,,,,,,,,,,,,,,,,
Gele bieslelie,Sisyrinchium californicum,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Ruslelie,Sisyrinchium montanum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sisyrinchium rosulatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Bieslelie,Sisyrinchium striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Sium (G),Sium,,,,,,,,,,,,,,,,,,,,,,,,,,
Grote watereppe,Sium latifolium,ja,halfschaduw / zon,zeer nat,,6.8125,5.0,7.5,9.777777777777779,9.0,10.0,6.785714285714286,4.5,11.0,7.142857142857143,6.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,,,,
,Skimmia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skimmia japonica,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6B,Zavel | Lichte klei | Zand | Leem
Smilacina (G),Smilacina,,,,,,,,,,,,,,,,,,,,,,,,,,
Troslelietje,Smilacina stellata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Smilax,,,,,,,,,,,,,,,,,,,,,,,,,,
Struikwinde,Smilax aspera,,halfschaduw / zon,zeer droog / droog / vochtig,,6.0,4.0,9.0,3.75,1.0,6.0,9.4,8.0,11.0,3.0,1.0,5.0,6.0,5.0,7.0,0.0,0.0,0.0,,,,
Zwarte kervel (G),Smyrnium,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwartmoeskervel,Smyrnium olusatrum,ja,halfschaduw / zon,zeer droog / droog / vochtig,,7.0,6.0,9.0,4.2,2.0,5.0,8.8,7.0,11.0,7.8,7.0,9.0,6.8,5.0,8.0,0.25,0.0,1.0,,,,
Doorwaskervel,Smyrnium perfoliatum,,halfschaduw / zon,droog / vochtig,,5.972222222222221,4.0,9.0,4.708333333333333,4.0,6.25,8.392857142857142,6.75,11.0,7.2,6.0,8.0,7.5,5.0,8.0,0.0,0.0,0.0,,,,
Nachtschade (G),Solanum,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopische aubergine,Solanum aethiopicum,,,,,,,,,,,,,,,,,,,,,,,,,,
Schermnachtschade,Solanum americanum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum angustifolium,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum capsicoides,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina-nachtschade,Solanum carolinense,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganzenvoetnachtschade,Solanum chenopodioides,,zon,droog,,8.0,8.0,8.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,,,
Bitterzoet,Solanum dulcamara,ja,halfschaduw / zon,nat / zeer nat,,7.0,6.0,9.0,8.55,8.0,11.0,5.305555555555555,4.75,7.0,7.5,6.0,8.0,6.333333333333333,6.0,7.0,0.14285714285714285,0.0,1.0,,,,
,Solanum elaeagnifolium,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum heterodoxum,,,,,,,,,,,,,,,,,,,,,,,,,,
Klimmende nachtschade,Solanum jasminoides,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum laciniatum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum luteum,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomaat,Solanum lycopersicum,,,,,,,,,,,,,,,,,,,,,,,,,,
Zwarte nachtschade,Solanum nigrum,ja,halfschaduw / zon,zeer droog / droog / vochtig,,7.240740740740741,6.0,9.0,4.583333333333333,1.0,6.25,6.611111111111111,5.5,11.0,7.75,7.0,8.0,6.708333333333334,5.0,8.0,0.14285714285714285,0.0,1.0,,,,
Zwarte nachtschade s.s.,Solanum nigrum subsp. nigrum,,,,,,,,,,,,,,,,,,,,,,,,,,
Beklierde nachtschade,Solanum nigrum subsp. schultesii,,,,,,,,,,,,,,,,,,,,,,,,,,
Glansbesnachtschade,Solanum nitidibaccatum,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Oranjeboompje,Solanum pseudocapsicum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum pygmaeum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum quitoense,,,,,,,,,,,,,,,,,,,,,,,,,,
Stekelnachtschade,Solanum rostratum,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleverige nachtschade,Solanum sarrachoides,nee,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum scabrum,,,,,,,,,,,,,,,,,,,,,,,,,,
Raketnachtschade,Solanum sisymbriifolium,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum sodomeum,,,,,,,,,,,,,,,,,,,,,,,,,,
Driebloemige nachtschade,Solanum triflorum,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Aardappel,Solanum tuberosum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solanum verbascifolium,,,,,,,,,,,,,,,,,,,,,,,,,,
Donsnachtschade,Solanum villosum,,zon,droog / vochtig,,7.833333333333333,7.0,9.0,4.166666666666667,3.0,5.0,7.571428571428571,6.0,11.0,7.166666666666667,7.0,8.0,6.5,5.0,8.0,0.2,0.0,1.0,,,,
,Solanum x procurrens,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soleirolia,,,,,,,,,,,,,,,,,,,,,,,,,,
Slaapkamergeluk,Soleirolia soleirolii,nee,schaduw / halfschaduw,vochtig / nat / zeer nat,,3.6666666666666665,3.0,4.0,6.333333333333333,5.0,8.0,9.0,8.0,10.0,5.0,4.0,6.0,5.666666666666667,4.0,7.0,0.0,0.0,0.0,,,,
Guldenroede (G),Solidago,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solidago calcicola,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadese guldenroede,Solidago canadensis,ja,zon,vochtig / nat,,7.6875,7.0,8.0,5.958333333333333,5.0,7.0,6.0,5.0,7.0,6.285714285714286,6.0,7.0,6.4,6.0,7.0,0.0,0.0,0.0,,,,
Late guldenroede,Solidago gigantea,ja,zon,vochtig / nat / zeer nat,,7.714285714285714,7.0,8.0,6.142857142857143,5.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,5.0,7.0,0.0,0.0,0.0,,,,
,Solidago nemoralis,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solidago rigida,,,,,,,,,,,,,,,,,,,,,,,,,,
Echte guldenroede,Solidago virgaurea,ja,halfschaduw / zon,vochtig / nat,,6.027777777777778,5.0,9.0,5.2,5.0,7.25,4.7569444444444455,2.0,7.0,3.677083333333334,1.0,6.0,4.4444444444444455,2.0,8.0,0.21428571428571427,0.0,6.0,,,,
,Soliva,,,,,,,,,,,,,,,,,,,,,,,,,,
Naaldzaadbloem,Soliva sessilis,nee,,,,,,,,,,,,,,,,,,,,,,,,,
,Soliva stolonifera,,,,,,,,,,,,,,,,,,,,,,,,,,
Melkdistel (G),Sonchus,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkermelkdistel,Sonchus arvensis,ja,zon,vochtig / nat,,7.229166666666666,7.0,8.0,5.435185185185186,5.0,7.0,5.197916666666668,4.0,7.0,6.666666666666666,6.0,7.0,7.047619047619047,7.0,8.0,0.8333333333333334,0.0,1.0,,,,
Akkermelkdistel (var. arvensis),Sonchus arvensis var. arvensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeemelkdistel,Sonchus arvensis var. maritimus,,,,,,,,,,,,,,,,,,,,,,,,,,
Gekroesde melkdistel,Sonchus asper,ja,zon,zeer droog / droog / vochtig / nat,,7.283333333333333,7.0,9.0,4.875,1.0,7.0,6.2333333333333325,5.0,11.0,6.62962962962963,5.0,7.0,6.740740740740741,5.0,7.0,1.2083333333333337,0.0,6.0,,,,
Gewone melkdistel,Sonchus oleraceus,ja,zon,zeer droog / droog / vochtig,,7.25,7.0,9.0,4.425,1.0,6.25,6.275,5.0,11.0,7.666666666666667,6.0,8.0,7.555555555555555,6.0,8.0,0.375,0.0,1.0,,,,
Moerasmelkdistel,Sonchus palustris,ja,zon,nat / zeer nat,,7.071428571428571,7.0,7.5,7.9375,7.0,8.5,6.035714285714286,5.0,8.0,7.166666666666667,7.0,8.0,7.0,7.0,7.0,1.1428571428571428,0.0,2.0,,,,
Slipbladmelkdistel,Sonchus tenerrimus,,zon,droog / vochtig,,7.666666666666667,7.0,8.0,4.333333333333333,4.0,5.0,9.0,8.0,11.0,6.333333333333333,5.0,7.0,7.333333333333333,6.0,8.0,0.6666666666666666,0.0,2.0,,,,
,Sophora,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sophora japonica,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sophora japonica 'Harry van Haaren',,,,,,,,,,,,,,,,,,,,,,,,,,
,Sophora japonica 'Pendula',,,,,,,,,,,,,,,,,,,,,,,,,,
Sorbaria (G),Sorbaria,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorbaria,Sorbaria sorbifolia,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3A,Löss | Zavel | Lichte klei | Zand | Leem
Harige sorbaria,Sorbaria tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijsterbes (G),Sorbus,,,,,,,,,,,,,,,,,,,,,,,,,,
Meelbes,Sorbus aria,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,5A,Löss | Zavel | Lichte klei | Zand | Leem
Wilde lijsterbes,Sorbus aucuparia,ja,halfschaduw / zon,vochtig / nat / zeer nat,,6.444444444444445,6.0,9.0,5.84375,5.0,8.0,5.071428571428571,2.0,9.0,3.555555555555555,1.0,5.0,4.166666666666666,3.0,7.0,0.0,0.0,0.0,8.0,6.0,4A,Löss | Zavel | Veen | Zand | Leem
Wilde lijsterbes (var. aucuparia),Sorbus aucuparia subsp. aucuparia,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilde lijsterbes (var. glabrata),Sorbus aucuparia subsp. glabrata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sorbus austriaca,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamme lijsterbes,Sorbus domestica,,halfschaduw / zon,droog / vochtig,,5.388888888888889,4.0,8.0,4.2,3.0,6.0,7.444444444444445,6.0,9.0,3.125,1.0,5.0,7.25,3.0,8.0,0.0,0.0,0.0,15.0,8.0,5A,Löss | Zavel | Lichte klei | Zand | Leem
Finse meelbes,Sorbus hybrida,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweedse lijsterbes,Sorbus intermedia,,halfschaduw / zon,droog / vochtig,,6.5,6.0,8.0,5.0,4.0,6.0,5.25,5.0,6.0,5.5,4.0,7.0,7.5,7.0,8.0,0.0,0.0,0.0,9.0,7.0,5A,Löss | Zavel | Lichte klei | Zand | Leem
Elsbes,Sorbus torminalis,,halfschaduw / zon,zeer droog / droog / vochtig,,5.111111111111111,4.0,8.0,4.083333333333333,1.0,5.75,6.916666666666667,6.0,9.0,3.75,1.0,5.0,6.625,5.0,7.0,0.0,0.0,0.0,10.0,7.0,5B,Löss | Zavel | Veen | Zware klei | Lichte klei | Zand | Leem | Alle grondsoorten
Gedeelde meelbes,Sorbus x thuringiaca,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorgo (G),Sorghum,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sorghum arundinaceum,,,,,,,,,,,,,,,,,,,,,,,,,,
Kafferkoren,Sorghum bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilde sorgo,Sorghum halepense,nee,,,,,,,,,,,,,,,,,,,,,,,,,
Egelskop (G),Sparganium,,,,,,,,,,,,,,,,,,,,,,,,,,
Drijvende egelskop,Sparganium angustifolium,ja,zon,zeer nat,,7.75,7.0,8.0,11.11111111111111,10.0,12.0,3.3333333333333335,3.0,4.0,1.2857142857142858,1.0,2.0,3.142857142857143,2.0,4.0,0.0,0.0,0.0,,,,
Kleine egelskop,Sparganium emersum,ja,halfschaduw / zon,zeer nat,,7.0,5.0,8.0,10.555555555555555,10.0,12.0,5.0,2.0,6.0,5.857142857142857,4.0,7.0,5.714285714285714,3.0,7.0,0.16666666666666666,0.0,1.0,,,,
Grote egelskop,Sparganium erectum,ja,,,,,,,,,,7.0,7.0,7.0,,,,,,,,,,,,,
Grote egelskop s.s.,Sparganium erectum subsp. erectum,,,,,,,,,,,,,,,,,,,,,,,,,,
Grote egelskop subsp. microcarpum,Sparganium erectum subsp. microcarpum,,,,,,,,,,,,,,,,,,,,,,,,,,
Blonde egelskop,Sparganium erectum subsp. neglectum,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleinste egelskop,Sparganium natans,ja,zon,nat / zeer nat,,7.428571428571429,7.0,8.0,10.5,8.0,11.0,4.678571428571429,3.75,5.0,3.0,3.0,3.0,5.0,4.0,6.0,0.0,0.0,0.0,,,,
Slijkgras (G),Spartina,,,,,,,,,,,,,,,,,,,,,,,,,,
Engels slijkgras,Spartina anglica,ja,zon,zeer nat,,8.5,8.0,9.0,9.25,9.0,10.0,6.0,5.0,8.0,5.75,3.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,,,,
Klein slijkgras,Spartina maritima,ja,zon,zeer nat,,8.666666666666666,8.0,9.0,9.333333333333334,9.0,10.0,6.0,6.0,6.0,6.0,5.0,7.0,8.333333333333334,8.0,9.0,7.666666666666667,6.0,9.0,,,,
,Spartina pectinata,,,,,,,,,,,,,,,,,,,,,,,,,,
Basterdslijkgras,Spartina x townsendii,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spartium,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaanse brem,Spartium junceum,,zon,droog / vochtig,,8.333333333333334,8.0,9.0,4.333333333333333,4.0,5.0,8.75,8.0,11.0,3.3333333333333335,3.0,4.0,5.666666666666667,4.0,7.0,0.0,0.0,0.0,,,,
Spurrie (G),Spergula,,,,,,,,,,,,,,,,,,,,,,,,,,
Gewone spurrie,Spergula arvensis,ja,halfschaduw / zon,zeer droog / droog / vochtig / nat / zeer nat,,7.018518518518517,6.0,9.0,4.75,1.0,8.0,5.768518518518519,4.0,9.0,5.666666666666666,4.0,7.0,4.083333333333334,2.0,8.0,0.38095238095238143,0.0,8.0,,,,
Gewone spurrie 'Sativa',Spergula arvensis 'Sativa',,,,,,,,,,,,,,,,,,,,,,,,,,
Heidespurrie,Spergula morisonii,ja,zon,zeer droog / droog / vochtig,,8.9,8.5,9.0,2.75,1.0,4.75,5.791666666666667,4.75,7.0,1.75,1.0,2.0,2.5,2.0,3.0,0.0,0.0,0.0,,,,
Schijnspurrie (G),Spergularia,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spergularia bocconei,,zon,zeer droog / droog,,8.5,8.0,9.0,2.5,1.0,4.0,8.5,5.0,11.0,5.0,3.0,7.0,6.0,4.0,8.0,0.6666666666666666,0.0,2.0,,,,
Zilte schijnspurrie,Spergularia marina,ja,zon,vochtig / nat / zeer nat,,7.5625,7.0,8.5,6.75,5.0,8.0,6.8125,5.5,11.0,5.4,5.0,6.0,8.428571428571429,8.0,9.0,7.5,5.0,9.0,,,,
Gerande schijnspurrie,Spergularia media,ja,zon,vochtig / nat / zeer nat,,7.5,7.0,8.0,7.0,6.0,8.0,6.96875,5.75,11.0,5.0,5.0,5.0,7.666666666666667,7.0,8.0,6.625,5.0,8.0,,,,
Gerande / Zilte schijnspurrie,Spergularia media / marina,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spergularia platensis,,,,,,,,,,,,,,,,,,,,,,,,,,
Rode schijnspurrie,Spergularia rubra,ja,zon,zeer droog / droog / vochtig,,7.7,7.0,9.0,4.575,1.0,6.0,5.775,3.75,9.0,3.888888888888889,2.0,5.0,4.0,3.0,6.0,0.375,0.0,1.0,,,,
Korenschijnspurrie,Spergularia segetalis,ja,zon,vochtig / nat / zeer nat,,8.666666666666666,8.0,9.0,7.333333333333333,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,,,,
,Sphaeralcea,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sphaeralcea miniata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sphaeralcea purpurata,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sphenopholis obtusata,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinacia (G),Spinacia,,,,,,,,,,,,,,,,,,,,,,,,,,
Spinazie,Spinacia oleracea,,zon,vochtig,,8.0,7.0,9.0,5.0,5.0,5.0,6.666666666666667,6.0,7.0,7.5,7.0,8.0,6.5,6.0,7.0,0.0,0.0,0.0,,,,
,Spinulum,,,,,,,,,,,,,,,,,,,,,,,,,,
Stekende wolfsklauw,Spinulum annotinum,ja,,,,,,,,,,,,,,,,,,,,,,,,,
Struikspirea (G),Spiraea,,,,,,,,,,,,,,,,,,,,,,,,,,
Witte pluimspirea,Spiraea alba,,,,,,,,,,,,,,,,,,,,,,,,,,
Olmenbladspirea,Spiraea chamaedryfolia,,halfschaduw / zon,droog / vochtig,,6.0,5.0,7.0,4.0,3.0,5.0,6.222222222222224,6.0,7.0,4.5,3.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,,,,
Douglasspirea,Spiraea douglasii,,,,,,,,,,,,,,,,,,,,,,,,,,
Hertshooispirea,Spiraea hypericifolia,,halfschaduw / zon,zeer droog / droog / vochtig,,7.375,6.0,9.0,3.25,1.0,5.0,5.75,5.0,7.0,1.6666666666666667,1.0,3.0,7.666666666666667,7.0,8.0,0.0,0.0,0.0,,,,
Japanse spirea,Spiraea japonica,,,,,,,,,,,,,,,,,,,,,,,,,,
Theeboompje,Spiraea salicifolia,,halfschaduw / zon,vochtig / nat / zeer nat,,6.75,5.0,7.5,7.535714285714286,6.0,9.0,5.928571428571429,3.5,8.0,5.6,5.0,6.0,5.6,5.0,6.0,0.0,0.0,0.0,,,,
Viltige pluimspirea,Spiraea tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,
Sneeuwspirea,Spiraea x arguta,,,,,,,,,,,,,,,,,,,,,,,,,,
